NAME,DESC,VALUE
TRACTIONLVSEL,A,0
TRACTIONLVSEL,B,1
TRACTIONLVSEL,C,2
RANGE,RANGE1,0
RANGE,RANGE2,1
RANGE,RANGE3,2
REQEGMD,ECO,0
REQEGMD,NORMAL,1
REQEGMD,POWER,2
NFR,N,0
NFR,F,1
NFR,R,2
JOYTYPESEL,ELECTRIC_TYPE,0
JOYTYPESEL,LOCKER_TYPE,1
MAXSPDLMT,UNLIMIT,0
MAXSPDLMT,LIMIT,1
AUTOSHIFT,AUTO_LOW_SPEED,0
AUTOSHIFT,AUTO_HIGH_SPEED,1
CHARGINGST,OFF,0
CHARGINGST,CHARGING,1
CHARGINGST,CHARGING_COMPLETE,2
CHARGINGST,FOD_STATUS,3
STATESYB,OFF,0
STATESYB,STATE1_WHITE,1
STATESYB,STATE2_GREEN,2
TMSHIFTMD,MANUAL,0
TMSHIFTMD,AUTO_LIGHT,1
TMSHIFTMD,AUTO_NORMAL,2
TMSHIFTMD,AUTO_HEAVY,3
TIPOFFASTST,OFF,0
TIPOFFASTST,DISABLE,1
TIPOFFASTST,WAIT,2
TIPOFFASTST,READY,3
TIPOFFASTST,IN_PROGRESS,4
TIPOFFASTST,COMPLETE,5
TIPOFFASTST,INTERUPT,6
TIPOFFMNST,OFF,0
TIPOFFMNST,DISABLE,1
TIPOFFMNST,READY,2
TIPOFFMNST,IN_PROGRESS,3
VHCCHGST,OFF,0
VHCCHGST,READY_FOR_CHARGING,1
VHCCHGST,CHARGING,2
VHCCHGST,CANNOT_CHARGE,3
CHGTYPE,OFF,0
CHGTYPE,SLOW_CHARGING,1
CHGTYPE,FAST_CHARGING,2
NORON,NORMAL_STATUS,0
NORON,ON,1
OBJID,OBJECT_10,0
OBJID,OBJECT_9,1
OBJID,OBJECT_8,2
OBJID,OBJECT_7,3
OBJID,OBJECT_6,4
OBJID,OBJECT_5,5
OBJID,OBJECT_4,6
OBJID,OBJECT_3,7
OBJID,OBJECT_2,8
OBJID,OBJECT_1,9
OBJID,OBJECT_0,10
OD,NO_OD_IN_ZONE_1,0
OD,LEVEL_A,1
OD,LEVEL_B,2
OD,LEVEL_C,3
OD,LEVEL_D,4
OVERTURNWARN,OFF,0
OVERTURNWARN,OVERTURN_WARNING_1,1
OVERTURNWARN,OVERTURN_WARNING_2,2
MC3DREADY,NOT_READY,0
MC3DREADY,READY,1
MC3DREADY,MC_3D_CALIBRATION,2
MC3DST,MANUAL,0
MC3DST,AUTO,1
MC3DST,AUTO_SUSPEND,2
OFFREADYON,OFF,0
OFFREADYON,READY,1
OFFREADYON,ON,2
PHMOPT,NONE,0
PHMOPT,BASIC,1
PHMOPT,PREMIUM,2
