VSS,GROUP_NAME_ABB,NAME_DESC_KR,NAME_DESC,CONTROLLER,DID,BYTE_ORDER,LENGTH_BIT,SCALE,OFFSET,MIN,MAX,UNIT,START,VALUE_TYPE,VALUE_TABLE,MEMORY_ADDR
Mch.Diag.Spc3Set2.Vsc1PctIdx2,Spc3Set2,SPC3설정2,VSC1_PercentIndex[2],MCU,0x440,Motorola,16,0.1,0,0,100,percent,32,uint16,,541C
Mch.Diag.Spc3Set2.Vsc1PctIdx3,Spc3Set2,SPC3설정2,VSC1_PercentIndex[3],MCU,0x440,Motorola,16,0.1,0,0,100,percent,48,uint16,,541E
Mch.Diag.OptTw2.OutCur0,OptTw2,옵션 2-Way 테이블2,옵션 TwoWay EPPRV의 출력인 전류값[0],MCU,0x43A,Motorola,16,0.0625,0,0,50000,mA,0,uint16,,433E
Mch.Diag.OptTw2.OutCur1,OptTw2,옵션 2-Way 테이블2,옵션 TwoWay EPPRV의 출력인 전류값[1],MCU,0x43A,Motorola,16,0.0625,0,0,50000,mA,16,uint16,,4340
Mch.Diag.OptTw2.OutCur2,OptTw2,옵션 2-Way 테이블2,옵션 TwoWay EPPRV의 출력인 전류값[2],MCU,0x43A,Motorola,16,0.0625,0,0,50000,mA,32,uint16,,4342
Mch.Diag.OptTw2.OutCur3,OptTw2,옵션 2-Way 테이블2,옵션 TwoWay EPPRV의 출력인 전류값[3],MCU,0x43A,Motorola,16,0.0625,0,0,50000,mA,48,uint16,,4344
Mch.Diag.OptTw2.OutCur4,OptTw2,옵션 2-Way 테이블2,옵션 TwoWay EPPRV의 출력인 전류값[4],MCU,0x43A,Motorola,16,0.0625,0,0,50000,mA,64,uint16,,4346
Mch.Diag.OptRtt1.InPltPrs0,OptRtt1,옵션 로테이팅 테이블1,옵션 Rotating EPPRV의 입력인 파일롯압력값[0],MCU,0x43B,Motorola,16,0.0625,0,0,1000,bar,0,uint16,,4348
Mch.Diag.OptRtt1.InPltPrs1,OptRtt1,옵션 로테이팅 테이블1,옵션 Rotating EPPRV의 입력인 파일롯압력값[1],MCU,0x43B,Motorola,16,0.0625,0,0,1000,bar,16,uint16,,434A
Mch.Diag.OptRtt1.InPltPrs2,OptRtt1,옵션 로테이팅 테이블1,옵션 Rotating EPPRV의 입력인 파일롯압력값[2],MCU,0x43B,Motorola,16,0.0625,0,0,1000,bar,32,uint16,,434C
Mch.Diag.OptRtt1.InPltPrs3,OptRtt1,옵션 로테이팅 테이블1,옵션 Rotating EPPRV의 입력인 파일롯압력값[3],MCU,0x43B,Motorola,16,0.0625,0,0,1000,bar,48,uint16,,434E
Mch.Diag.OptRtt2.OutCur0,OptRtt2,옵션 로테이팅 테이블2,옵션 Rotating EPPRV의 출력인 전류값[0],MCU,0x43C,Motorola,16,0.0625,0,0,50000,mA,0,uint16,,4350
Mch.Diag.OptRtt2.OutCur1,OptRtt2,옵션 로테이팅 테이블2,옵션 Rotating EPPRV의 출력인 전류값[1],MCU,0x43C,Motorola,16,0.0625,0,0,50000,mA,16,uint16,,4352
Mch.Diag.OptRtt2.OutCur2,OptRtt2,옵션 로테이팅 테이블2,옵션 Rotating EPPRV의 출력인 전류값[2],MCU,0x43C,Motorola,16,0.0625,0,0,50000,mA,32,uint16,,4354
Mch.Diag.OptRtt2.OutCur3,OptRtt2,옵션 로테이팅 테이블2,옵션 Rotating EPPRV의 출력인 전류값[3],MCU,0x43C,Motorola,16,0.0625,0,0,50000,mA,48,uint16,,4356
Mch.Diag.OptRtt2.OutCur4,OptRtt2,옵션 로테이팅 테이블2,옵션 Rotating EPPRV의 출력인 전류값[4],MCU,0x43C,Motorola,16,0.0625,0,0,50000,mA,64,uint16,,4358
Mch.Diag.OptRef1.InPrs0,OptRef1,옵션 릴리프 테이블1,옵션 Relief EPPRV의 입력인 압력값[0],MCU,0x43D,Motorola,16,0.0625,0,0,50000,bar,0,uint16,,435A
Mch.Diag.OptRef1.InPrs1,OptRef1,옵션 릴리프 테이블1,옵션 Relief EPPRV의 입력인 압력값[1],MCU,0x43D,Motorola,16,0.0625,0,0,50000,bar,16,uint16,,435C
Mch.Diag.OptRef1.InPrs2,OptRef1,옵션 릴리프 테이블1,옵션 Relief EPPRV의 입력인 압력값[2],MCU,0x43D,Motorola,16,0.0625,0,0,50000,bar,32,uint16,,435E
Mch.Diag.OptRef1.InPrs3,OptRef1,옵션 릴리프 테이블1,옵션 Relief EPPRV의 입력인 압력값[3],MCU,0x43D,Motorola,16,0.0625,0,0,50000,bar,48,uint16,,4360
Mch.Diag.OptRef1.InPrs4,OptRef1,옵션 릴리프 테이블1,옵션 Relief EPPRV의 입력인 압력값[4],MCU,0x43D,Motorola,16,0.0625,0,0,50000,bar,64,uint16,,4362
Mch.Diag.OptRef2.OutCur0,OptRef2,옵션 릴리프 테이블2,옵션 Relief EPPRV의 출력인 전류값[0],MCU,0x43E,Motorola,16,0.0625,0,0,50000,mA,0,uint16,,4364
Mch.Diag.OptRef2.OutCur1,OptRef2,옵션 릴리프 테이블2,옵션 Relief EPPRV의 출력인 전류값[1],MCU,0x43E,Motorola,16,0.0625,0,0,50000,mA,16,uint16,,4366
Mch.Diag.OptRef2.OutCur2,OptRef2,옵션 릴리프 테이블2,옵션 Relief EPPRV의 출력인 전류값[2],MCU,0x43E,Motorola,16,0.0625,0,0,50000,mA,32,uint16,,4368
Mch.Diag.OptRef2.OutCur3,OptRef2,옵션 릴리프 테이블2,옵션 Relief EPPRV의 출력인 전류값[3],MCU,0x43E,Motorola,16,0.0625,0,0,50000,mA,48,uint16,,436A
Mch.Diag.OptRef2.OutCur4,OptRef2,옵션 릴리프 테이블2,옵션 Relief EPPRV의 출력인 전류값[4],MCU,0x43E,Motorola,16,0.0625,0,0,50000,mA,64,uint16,,436C
Mch.Diag.Spc3Set1.Vsc1DropRpm0,Spc3Set1,SPC3설정1,VSC1_DropRpm[0],MCU,0x43F,Motorola,16,1,0,-1000,0,rpm,0,int16,,5410
Mch.Diag.Spc3Set1.Vsc1DropRpm1,Spc3Set1,SPC3설정1,VSC1_DropRpm[1],MCU,0x43F,Motorola,16,1,0,-1000,0,rpm,16,int16,,5412
Mch.Diag.Spc3Set1.Vsc1DropRpm2,Spc3Set1,SPC3설정1,VSC1_DropRpm[2],MCU,0x43F,Motorola,16,1,0,-1000,0,rpm,32,int16,,5414
Mch.Diag.Spc3Set1.Vsc1DropRpm3,Spc3Set1,SPC3설정1,VSC1_DropRpm[3],MCU,0x43F,Motorola,16,1,0,-1000,0,rpm,48,int16,,5416
Mch.Diag.Spc3Set3.Vsc2DropRpm0,Spc3Set3,SPC3설정3,VSC2_DropRpm[0],MCU,0x441,Motorola,16,1,0,-1000,0,rpm,0,int16,,5420
Mch.Diag.Spc3Set3.Vsc2DropRpm1,Spc3Set3,SPC3설정3,VSC2_DropRpm[1],MCU,0x441,Motorola,16,1,0,-1000,0,rpm,16,int16,,5422
Mch.Diag.Spc3Set3.Vsc2DropRpm2,Spc3Set3,SPC3설정3,VSC2_DropRpm[2],MCU,0x441,Motorola,16,1,0,-1000,0,rpm,32,int16,,5424
Mch.Diag.Spc3Set3.Vsc2DropRpm3,Spc3Set3,SPC3설정3,VSC2_DropRpm[3],MCU,0x441,Motorola,16,1,0,-1000,0,rpm,48,int16,,5426
Mch.Diag.Spc3Set4.Vsc2PctIdx0,Spc3Set4,SPC3설정4,VSC2_PercentIndex[0],MCU,0x442,Motorola,16,0.1,0,0,100,percent,0,uint16,,5428
Mch.Diag.Spc3Set4.Vsc2PctIdx1,Spc3Set4,SPC3설정4,VSC2_PercentIndex[1],MCU,0x442,Motorola,16,0.1,0,0,100,percent,16,uint16,,542A
Mch.Diag.Spc3Set4.Vsc2PctIdx2,Spc3Set4,SPC3설정4,VSC2_PercentIndex[2],MCU,0x442,Motorola,16,0.1,0,0,100,percent,32,uint16,,542C
Mch.Diag.Spc3Set4.Vsc2PctIdx3,Spc3Set4,SPC3설정4,VSC2_PercentIndex[3],MCU,0x442,Motorola,16,0.1,0,0,100,percent,48,uint16,,542E
Mch.Diag.Spc3Set5.Vsc3DropRpm0,Spc3Set5,SPC3설정5,VSC3_DropRpm[0],MCU,0x443,Motorola,16,1,0,-1000,0,rpm,0,int16,,5430
Mch.Diag.Spc3Set5.Vsc3DropRpm1,Spc3Set5,SPC3설정5,VSC3_DropRpm[1],MCU,0x443,Motorola,16,1,0,-1000,0,rpm,16,int16,,5432
Mch.Diag.Spc3Set5.Vsc3DropRpm2,Spc3Set5,SPC3설정5,VSC3_DropRpm[2],MCU,0x443,Motorola,16,1,0,-1000,0,rpm,32,int16,,5434
Mch.Diag.Spc3Set5.Vsc3DropRpm3,Spc3Set5,SPC3설정5,VSC3_DropRpm[3],MCU,0x443,Motorola,16,1,0,-1000,0,rpm,48,int16,,5436
Mch.Diag.Spc3Set6.Vsc3PctIdx0,Spc3Set6,SPC3설정6,VSC3_PercentIndex[0],MCU,0x444,Motorola,16,0.1,0,0,100,percent,0,uint16,,5438
Mch.Diag.Spc3Set6.Vsc3PctIdx1,Spc3Set6,SPC3설정6,VSC3_PercentIndex[1],MCU,0x444,Motorola,16,0.1,0,0,100,percent,16,uint16,,543A
Mch.Diag.Spc3Set6.Vsc3PctIdx2,Spc3Set6,SPC3설정6,VSC3_PercentIndex[2],MCU,0x444,Motorola,16,0.1,0,0,100,percent,32,uint16,,543C
Mch.Diag.Spc3Set6.Vsc3PctIdx3,Spc3Set6,SPC3설정6,VSC3_PercentIndex[3],MCU,0x444,Motorola,16,0.1,0,0,100,percent,48,uint16,,543E
Mch.Diag.Spc3Set6.LwDefault,Spc3Set6,SPC3설정6,Lower_Default,MCU,0x444,Motorola,16,1,0,-1000,0,rpm,64,int16,,5440
Mch.Diag.Spc3Set7.LwSwg,Spc3Set7,SPC3설정7,Lower_Swing,MCU,0x445,Motorola,16,1,0,-1000,0,rpm,0,int16,,5442
Mch.Diag.Spc3Set7.UpNotDig,Spc3Set7,SPC3설정7,Upper_NotDigging,MCU,0x445,Motorola,16,1,0,-1000,0,rpm,16,int16,,5444
Mch.Diag.Spc3Set7.RpmFallingSlewRt,Spc3Set7,SPC3설정7,RpmFallingSlewRate,MCU,0x445,Motorola,16,1,0,-1000,0,rpm/sec,32,int16,,5446
Mch.Diag.Spc3Set7.RpmRisingSlewRt,Spc3Set7,SPC3설정7,RpmRisingSlewRate,MCU,0x445,Motorola,16,1,0,-1000,0,rpm/sec,48,int16,,5448
Mch.Diag.Spc3Set7.SpcPrmTh,Spc3Set7,SPC3설정7,SpcRpmThreshold,MCU,0x445,Motorola,16,1,0,0,5000,rpm,64,uint16,,544A
Mch.Diag.Spc3Set7.EgTrqMax,Spc3Set7,SPC3설정7,EngineTorqueMax,MCU,0x445,Motorola,16,1,0,0,5000,Nm,80,uint16,,544C
Mch.Diag.ArtiBoom.InstallSt,ArtiBoom,ArtiBoom Installment,아티붐설치여부,MCU,0x446,Motorola,16,1,0,0,1,,0,uint16,,1904
Mch.Diag.Can.MonMdSel,Can,CAN etc.,CAN 모니터링 모드 선택(VBO),MCU,0x447,Motorola,16,1,0,0,2,,16,uint16,,3A46
Mch.Diag.Mcv.BmUpOffset,Mcv,Boom up spool command offset,Boom up spool command offset,MCU,0x44B,Motorola,8,0.1,-0.5,-0.5,0.5,mm,0,int8,,3008
Mch.Diag.Mcv.BmDnOffset,Mcv,Boom down spool command offset,Boom down spool command offset,MCU,0x44B,Motorola,8,0.1,-0.5,-0.5,0.5,mm,4,int8,,3009
Mch.Diag.Mcv.BkCdOffset,Mcv,Bucket crowd spool command offset,Bucket crowd spool command offset,MCU,0x44B,Motorola,8,0.1,-0.5,-0.5,0.5,mm,8,int8,,300A
Mch.Diag.Mcv.BkDpOffset,Mcv,Bucket dump spool command offset,Bucket dump spool command offset,MCU,0x44B,Motorola,8,0.1,-0.5,-0.5,0.5,mm,12,int8,,300B
Mch.Diag.Mcv.ArmCdOffset,Mcv,Arm crowd spool command offset,Arm crowd spool command offset,MCU,0x44B,Motorola,8,0.1,-0.5,-0.5,0.5,mm,16,int8,,300C
Mch.Diag.Mcv.ArmDpOffset,Mcv,Arm dump spool command offset,Arm dump spool command offset,MCU,0x44B,Motorola,8,0.1,-0.5,-0.5,0.5,mm,20,int8,,300D
Mch.Diag.AttSet.SeldIdx,AttSet,어태치먼트 설정,SeldIdx,MCU,0x451,Motorola,16,,,,,,0,uint16,,
Mch.Diag.AttSet.RpmMin,AttSet,어태치먼트 설정,RpmMin,MCU,0x451,Motorola,16,,,,,,16,uint16,,
Mch.Diag.AttSet.RpmMax,AttSet,어태치먼트 설정,RpmMax,MCU,0x451,Motorola,16,,,,,,32,uint16,,
Mch.Diag.AttSet1.PWayMin1,AttSet1,어태치먼트 설정,PWayMin1,MCU,0x452,Motorola,16,,,,,,0,uint16,,
Mch.Diag.AttSet1.PWayMax1,AttSet1,어태치먼트 설정,PWayMax1,MCU,0x452,Motorola,16,,,,,,16,uint16,,
Mch.Diag.AttSet1.PWayMin2,AttSet1,어태치먼트 설정,PWayMin2,MCU,0x452,Motorola,16,,,,,,32,uint16,,
Mch.Diag.AttSet1.PWayMax2,AttSet1,어태치먼트 설정,PWayMax2,MCU,0x452,Motorola,16,,,,,,48,uint16,,
Mch.Diag.AttSet2.RtFlowMin,AttSet2,어태치먼트 설정,RateFlowMin,MCU,0x453,Motorola,16,,,,,,0,uint16,,
Mch.Diag.AttSet2.RtFlowMax,AttSet2,어태치먼트 설정,RateFlowMax,MCU,0x453,Motorola,16,,,,,,16,uint16,,
Mch.Diag.PmpCalb1.P1EpprCur,PmpCalb1,펌프 보정 1,P1EPPRCur,MCU,0x458,Motorola,16,,,,,,0,int16,,
Mch.Diag.PmpCalb1.P2EpprCur,PmpCalb1,펌프 보정 1,P2EPPRCur,MCU,0x458,Motorola,16,,,,,,16,int16,,
Mch.Diag.PmpCalb1.P1Prs,PmpCalb1,펌프 보정 1,P1Press,MCU,0x458,Motorola,16,,,,,,32,int16,,
Mch.Diag.PmpCalb1.P2Prs,PmpCalb1,펌프 보정 1,P2Press,MCU,0x458,Motorola,16,,,,,,48,int16,,
Mch.Diag.PmpCalb2.PltCfBoomUp,PmpCalb2,펌프 보정 2,PilotCfBoomUp,MCU,0x459,Motorola,16,,,,,,0,int16,,
Mch.Diag.PmpCalb2.PltCfArmCd,PmpCalb2,펌프 보정 2,PilotCfArmCd,MCU,0x459,Motorola,16,,,,,,16,int16,,
Mch.Diag.PmpCalb2.PltCfBckCd,PmpCalb2,펌프 보정 2,PilotCfBucketCd,MCU,0x459,Motorola,16,,,,,,32,int16,,
Mch.Diag.PmpCalb2.PltArmLck,PmpCalb2,펌프 보정 2,PilotArmLock,MCU,0x459,Motorola,16,,,,,,48,int16,,
Mch.Diag.PmpCalb3.BypCutOffAEpprCur,PmpCalb3,펌프 보정 3,BypCutOffAEpprCur,MCU,0x45A,Motorola,16,,,,,,0,int16,,
Mch.Diag.PmpCalb3.BypCutOffBEpprCur,PmpCalb3,펌프 보정 3,BypCutOffBEpprCur,MCU,0x45A,Motorola,16,,,,,,16,int16,,
Mch.Diag.PmpCalb3.P3EpprCur,PmpCalb3,펌프 보정 3,P3EPPRCur,MCU,0x45A,Motorola,16,,,,,,32,int16,,
Mch.Diag.PmpCalb3.P3Prs,PmpCalb3,펌프 보정 3,P3Press,MCU,0x45A,Motorola,16,,,,,,48,int16,,
Mch.Diag.PmpIp0.PPrmt00,PmpIp0,펌프 IP 테이블 - Ppara 0,PPara0[0][0],MCU,0x45B,Motorola,16,,,,,,0,uint16,,
Mch.Diag.PmpIp0.PPrmt01,PmpIp0,펌프 IP 테이블 - Ppara 0,PPara0[0][1],MCU,0x45B,Motorola,16,,,,,,16,uint16,,
Mch.Diag.PmpIp0.PPrmt02,PmpIp0,펌프 IP 테이블 - Ppara 0,PPara0[0][2],MCU,0x45B,Motorola,16,,,,,,32,uint16,,
Mch.Diag.PmpIp0.PPrmt03,PmpIp0,펌프 IP 테이블 - Ppara 0,PPara0[0][3],MCU,0x45B,Motorola,16,,,,,,48,uint16,,
Mch.Diag.PmpIp0.PPrmt04,PmpIp0,펌프 IP 테이블 - Ppara 0,PPara0[0][4],MCU,0x45B,Motorola,16,,,,,,64,uint16,,
Mch.Diag.PmpIp0.PPrmt05,PmpIp0,펌프 IP 테이블 - Ppara 0,PPara0[0][5],MCU,0x45B,Motorola,16,,,,,,80,uint16,,
Mch.Diag.PmpIp0.PPrmt06,PmpIp0,펌프 IP 테이블 - Ppara 0,PPara0[0][6],MCU,0x45B,Motorola,16,,,,,,96,uint16,,
Mch.Diag.PmpIp0.PPrmt07,PmpIp0,펌프 IP 테이블 - Ppara 0,PPara0[0][7],MCU,0x45B,Motorola,16,,,,,,112,uint16,,
Mch.Diag.PmpIp0.PPrmt10,PmpIp0,펌프 IP 테이블 - Ppara 0,PPara0[1][0],MCU,0x45B,Motorola,16,,,,,,128,uint16,,
Mch.Diag.PmpIp0.PPrmt11,PmpIp0,펌프 IP 테이블 - Ppara 0,PPara0[1][1],MCU,0x45B,Motorola,16,,,,,,144,uint16,,
Mch.Diag.PmpIp0.PPrmt12,PmpIp0,펌프 IP 테이블 - Ppara 0,PPara0[1][2],MCU,0x45B,Motorola,16,,,,,,160,uint16,,
Mch.Diag.PmpIp0.PPrmt13,PmpIp0,펌프 IP 테이블 - Ppara 0,PPara0[1][3],MCU,0x45B,Motorola,16,,,,,,176,uint16,,
Mch.Diag.PmpIp0.PPrmt14,PmpIp0,펌프 IP 테이블 - Ppara 0,PPara0[1][4],MCU,0x45B,Motorola,16,,,,,,192,uint16,,
Mch.Diag.PmpIp0.PPrmt15,PmpIp0,펌프 IP 테이블 - Ppara 0,PPara0[1][5],MCU,0x45B,Motorola,16,,,,,,208,uint16,,
Mch.Diag.PmpIp0.PPrmt16,PmpIp0,펌프 IP 테이블 - Ppara 0,PPara0[1][6],MCU,0x45B,Motorola,16,,,,,,224,uint16,,
