VSS,Type,Desc,DataType,Unit,Min,Max,ValueTable,Allowed,Default,Comment,Hashed,Deprecated
Mch.Diag.FuelUsedPp.FuEco,sensor,FuEco,uint32,liters,0.0,2147483645.0,,,,UDS,,
Mch.Diag.FuelUsedPp.FuTrvlPwr,sensor,FuTrvlPwr,uint32,liters,0.0,2147483645.0,,,,UDS,,
Mch.Diag.FuelUsedPp.FuTrvlStd,sensor,FuTrvlStd,uint32,liters,0.0,2147483645.0,,,,UDS,,
Mch.Diag.FuelUsedPp.FuIdle,sensor,FuIdle,uint32,liters,0.0,2147483645.0,,,,UDS,,
Mch.Diag.FuelUsedPp.FuLift,sensor,FuLift,uint32,liters,0.0,2147483645.0,,,,UDS,,
Mch.Diag.FuelUsedPp.FuAutIdle,sensor,FuAutIdle,uint32,liters,0.0,2147483645.0,,,,UDS,,
Mch.Diag.FuelUsedPp.FuSngWay,sensor,FuSngWay,uint32,liters,0.0,2147483645.0,,,,UDS,,
Mch.Diag.FuelUsedPp.FuBiWay,sensor,FuBiWay,uint32,liters,0.0,2147483645.0,,,,UDS,,
Mch.Diag.FuelUsedPp.FuResd1,sensor,FuResd[4],uint32,liters,0.0,2147483645.0,,,,UDS,,
Mch.Diag.FuelUsedPp.FuResd2,sensor,FuResd[4],uint32,liters,0.0,2147483645.0,,,,UDS,,
Mch.Diag.FuelUsedPp.FuResd3,sensor,FuResd[4],uint32,liters,0.0,2147483645.0,,,,UDS,,
Mch.Diag.FuelUsedPp.FuResd4,sensor,FuResd[4],uint32,liters,0.0,2147483645.0,,,,UDS,,
Mch.Diag.Hfc.CntTot,sensor,CntTot,uint16,0,0.0,0.0,,,,UDS,,
Mch.Diag.Hfc.ErrCd,sensor,ErrCod[240],uint32,0,0.0,0.0,,,,UDS,,
Mch.Diag.HfcNoErs.CntTot,sensor,CntTot,uint16,0,0.0,0.0,,,,UDS,,
Mch.Diag.HfcNoErs.ErrCd,sensor,ErrCod[240],uint8,0,0.0,0.0,,,,UDS,,
Mch.Diag.FrcDrv.PmpFr,sensor,PmpFrnt 0,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.PmpRe,sensor,PmpRe 1,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.FanCtrl,sensor,FanCtrl 2,uint16,0,0.0,700.0,,,,UDS,,
Mch.Diag.FrcDrv.PmpPFr,sensor,PmpPFrnt  8,uint16,bar,0.0,500.0,,,,UDS,,
Mch.Diag.FrcDrv.PmpPRe,sensor,PmpPRe  9,uint16,bar,0.0,500.0,,,,UDS,,
Mch.Diag.FrcDrv.BypCutOff1,sensor,BypCutOff1  12,uint16,mA,0.0,700.0,,,,UDS,,
Mch.Diag.FrcDrv.BypCutOff2,sensor,BypCutOff2  13,uint16,mA,0.0,700.0,,,,UDS,,
Mch.Diag.FrcDrv.BmCnflUp,sensor,BmCnflUp  14,uint16,mA,0.0,700.0,,,,UDS,,
Mch.Diag.FrcDrv.ArmCnflCrwd,sensor,ArmCnflCrwd  15,uint16,mA,0.0,700.0,,,,UDS,,
Mch.Diag.FrcDrv.BktCnflCrwd,sensor,BktCnflCrwd  16,uint16,mA,0.0,700.0,,,,UDS,,
Mch.Diag.FrcDrv.Bm1Up,sensor,Bm1Up 31,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.Bm1Down,sensor,Bm1Down 32,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.Bm2Up,sensor,Bm2Up 39,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.Arm1Crwd,sensor,Arm1Crwd 33,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.Arm1Dump,sensor,Arm1Dump 34,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.Arm2Crwd,sensor,Arm2Crwd 40,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.Arm2Dump,sensor,Arm2Dump 41,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.BktCrwd,sensor,BktCrwd 35,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.BktDump,sensor,BktDump 36,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.SwgL,sensor,SwgL 37,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.SwgR,sensor,SwgR 38,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.TrvlLF,sensor,TrvlLF 42,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.TrvlLB,sensor,TrvlLB 43,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.TrvlRF,sensor,TrvlRF 44,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.TrvlRB,sensor,TrvlRB 45,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.Optn1,sensor,Optn1 46,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.Optn2,sensor,Optn2 47,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.BmPCnflUp,sensor,BmPCnflUp  18,uint16,bar,0.0,50.0,,,,UDS,,
Mch.Diag.FrcDrv.ArmPCnflCrwd,sensor,ArmPCnflCrwd  19,uint16,bar,0.0,50.0,,,,UDS,,
Mch.Diag.FrcDrv.BktPCnflCrwd,sensor,BktPCnflCrwd  20,uint16,bar,0.0,50.0,,,,UDS,,
Mch.Diag.FrcDrv.ArmPLck,sensor,ArmPLock  21,uint16,bar,0.0,50.0,,,,UDS,,
Mch.Diag.FrcDrv.PmpTrpl,sensor,PmpTrpl  22,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.PmpPTrpl,sensor,PmpPTrpl  23,uint16,bar,0.0,500.0,,,,UDS,,
Mch.Diag.FrcDrv.DgtOut1,sensor,DigOutp1,uint16,0,0.0,0.0,,,,UDS,,
Mch.Diag.FrcDrv.DgtOut2,sensor,DigOutp2,uint16,0,0.0,0.0,,,,UDS,,
Mch.Diag.FrcDrv.DgtOut3,sensor,DigOutp3,uint16,0,0.0,0.0,,,,UDS,,
Mch.Diag.FrcDrv.FanClutch,sensor,FanClutch  25,uint16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.FrcDrv.FanClutchCmd,sensor,FanClutchCmd 26,uint16,rpm,300.0,3000.0,,,,UDS,,
Mch.Diag.FrcDrv.EFanCmd,sensor,E_FanCmd 27,uint16,percent,0.0,100.0,,,,UDS,,
Mch.Diag.FrcDrv.ArtiBoomUpEpprVv,sensor,Arti Boom Up EPPR V/V,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.ArtiBoomDnEpprVv,sensor,Arti Boom Down EPPR V/V,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.DzUpEpprVv,sensor,Dozer Up EPPR V/V,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.DzDnEpprVv,sensor,Dozer Boom Down EPPR V/V,uint16,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.HvSysSt,sensor,HV system state,uint8,0,0.0,255.0,,,,UDS,,
Mch.Diag.FrcDrv.DlyBatShutDn,sensor,Delayed Battery Shutdwon Relay,uint8,0,0.0,1.0,,,,UDS,,
Mch.Diag.FrcDrv.LsRvEpprVv,sensor,LS RV EPPR V/V,uint8,mA,0.0,1000.0,,,,UDS,,
Mch.Diag.FrcDrv.MotCtrlMd,sensor,Main Motor Control Mode,uint8,0,0.0,15.0,,,,UDS,,
Mch.Diag.FrcDrv.MotTrq,sensor,Main Motor Torque,uint16,0,-125.0,125.0,,,,UDS,,
Mch.Diag.FrcDrv.MotSpd,sensor,Main Motor Speed,uint16,0,-16000.0,16127.5,,,,UDS,,
Mch.Diag.FrcDrv.MotVlt,sensor,Main Motor Voltage,uint16,0,0.0,125.0,,,,UDS,,
Mch.Diag.FrcDrv.MotCmdEnb,sensor,Main Motor Command Enable,uint8,0,0.0,3.0,,,,UDS,,
Mch.Diag.FrcDrv.MotPwrLmt,sensor,Main Motor Motoring Power Limit,uint8,0,-125.0,125.0,,,,UDS,,
Mch.Diag.FrcDrv.MotRegenPwrLmt,sensor,Main Motor Regen Power Limit,uint8,0,-125.0,125.0,,,,UDS,,
Mch.Diag.FrcDrv.MotTrqLmt,sensor,Main Motor Motoring Torque Limit,uint8,0,-125.0,125.0,,,,UDS,,
Mch.Diag.FrcDrv.MotRegenTrqLmt,sensor,Main Motor Regen Torque Limit,uint8,0,-125.0,125.0,,,,UDS,,
Mch.Diag.FrcDrv.MotAccChangeLmt,sensor,Main Motor Acceleration Change Limit,uint8,0,0.0,255.0,,,,UDS,,
Mch.Diag.FrcDrv.MotDecChangeLmt,sensor,Main Motor Deceleration Change Limit,uint8,0,0.0,255.0,,,,UDS,,
Mch.Diag.FrcDrv.Ldc1LwDcVlt,sensor,LDC1 low side DC voltage,uint16,V,0.0,3212.75,,,,UDS,,
Mch.Diag.FrcDrv.Ldc1LwDcCur,sensor,LDC1 low side DC current,uint16,A,-1600.0,1612.75,,,,UDS,,
Mch.Diag.FrcDrv.Ldc1HhDcVlt,sensor,LDC1 high side DC voltage,uint16,V,0.0,3212.75,,,,UDS,,
Mch.Diag.FrcDrv.Ldc1HhDcCur,sensor,LDC1 high side DC current,uint16,A,-1600.0,1612.75,,,,UDS,,
Mch.Diag.FrcDrv.Ldc2LwDcVlt,sensor,LDC2 low side DC voltage,uint16,V,0.0,3212.75,,,,UDS,,
Mch.Diag.FrcDrv.Ldc2LwDcCur,sensor,LDC2 low side DC current,uint16,A,-1600.0,1612.75,,,,UDS,,
Mch.Diag.FrcDrv.Ldc2HhDcVlt,sensor,LDC2 high side DC voltage,uint16,V,0.0,3212.75,,,,UDS,,
Mch.Diag.FrcDrv.Ldc2HhDcCur,sensor,LDC2 high side DC current,uint16,A,-1600.0,1612.75,,,,UDS,,
Mch.Diag.FrcDrv.SwgInvtCtrlLmtOverride,sensor,Swing Inverter Control Limits Override Mode,uint8,0,0.0,15.0,,,,UDS,,
Mch.Diag.FrcDrv.SwgInvtMaxLmt,sensor,Swing Inverter Max Limit Request Percent,uint16,0,-125.0,125.9375,,,,UDS,,
Mch.Diag.FrcDrv.SwgInvtMinLmt,sensor,Swing Inverter Min Limit Request Percent,uint16,0,-125.0,125.9375,,,,UDS,,
Mch.Diag.FrcDrv.SwgInvtMdReq,sensor,Swing Inverter Mode Request,uint8,0,0.0,31.0,,,,UDS,,
Mch.Diag.FrcDrv.SwgMotMaxSpdLmt,sensor,Swing Motor Max Speed Limit,uint16,0,-125.0,125.9375,,,,UDS,,
Mch.Diag.FrcDrv.SwgMotMinSpdLmt,sensor,Swing Motor Min Speed Limit,uint16,0,-125.0,125.9375,,,,UDS,,
Mch.Diag.FrcDrv.SwgPrkBkRlsSt,sensor,Swing Parking Brake Release Status,uint8,0,0.0,125.0,,,,UDS,,
Mch.Diag.FrcDrv.BoostFactorCmdforCb,sensor,boost factor command for Cabin Cooling&Heating,uint8,0,0.0,15.0,,,,UDS,,
Mch.Diag.FrcDrv.FrcDrvOprTgFlowofCb,sensor,Forced Driving Operating target flow of Cabin Cooling&Heating,uint8,percent,-125.0,125.0,,,,UDS,,
Mch.Diag.FrcDrv.BoostFactorforBat1,sensor,boost factor for Battery #1 Loop Cooling&Heating,uint8,0,0.0,15.0,,,,UDS,,
Mch.Diag.FrcDrv.BoostFactorCmdforHyd,sensor,boost factor command for Hydraulic Loop Cooling&Heating,uint8,0,0.0,15.0,,,,UDS,,
Mch.Diag.FrcDrv.BoostFactorCmdforPmpMotInvt,sensor,boost factor command for Pump Motor/Inverter Loop Cooling,uint8,0,0.0,15.0,,,,UDS,,
Mch.Diag.FrcDrv.FanSet1RvsOprSt,sensor,Fan Set #1 Reverse Operate Status(#1~#3),uint8,0,0.0,1.0,,,,UDS,,
Mch.Diag.FrcDrv.FanSet2RvsOprSt,sensor,Fan Set #2 Reverse Operate Status(#4~#5),uint8,0,0.0,1.0,,,,UDS,,
Mch.Diag.FrcDrv.FrcDrvOprTgFlowofBat1,sensor,Forced Driving Operating target flow of Battery #1 Loop Cooling&Heating ,uint8,percent,-125.0,125.0,,,,UDS,,
Mch.Diag.FrcDrv.FrcDrvOprTgflowofPmpMotInvt,sensor,Forced Driving Operating target flow of Pump Motor/Inverter Loop Cooling,uint8,percent,-125.0,125.0,,,,UDS,,
Mch.Diag.FrcDrv.FrcDrvOprTgflowofSwgMotInvt,sensor,"Forced Driving Operating target flow of Swing Motor/Inverter, LDC 1, OBC 1/2 Loop Cooling",uint8,percent,-125.0,125.0,,,,UDS,,
